timestamp,energy_market_price,consumption_kwh,PV_kwh,PEV_input_state_of_charge,PEV_hours_of_charge
2014-01-01 00:00:00,0.01515,20.939800000000005,0.0,-1.0,0
2014-01-01 01:00:00,0.01296,22.1446,0.0,-1.0,0
2014-01-01 02:00:00,0.01209,22.1442,0.0,-1.0,0
2014-01-01 03:00:00,0.0117,24.674000000000003,0.0,-1.0,0
2014-01-01 04:00:00,0.01166,24.698400000000003,0.0,-1.0,0
2014-01-01 05:00:00,0.01135,26.9488,0.0,-1.0,0
2014-01-01 06:00:00,0.00985,31.691,0.0,-1.0,0
2014-01-01 07:00:00,0.02051,29.907599999999995,0.0,-1.0,0
2014-01-01 08:00:00,0.02697,25.826,0.0,-1.0,0
2014-01-01 09:00:00,0.02654,24.9746,0.0,-1.0,0
2014-01-01 10:00:00,0.02759,24.3452,0.0,10.4,4
2014-01-01 11:00:00,0.02843,25.4256,0.0,-2.0,3
2014-01-01 12:00:00,0.02868,24.0842,0.0,-2.0,2
2014-01-01 13:00:00,0.02882,22.634,0.0,-2.0,1
2014-01-01 14:00:00,0.02906,22.9176,0.0,-1.0,0
2014-01-01 15:00:00,0.02939,22.0998,0.0,-1.0,0
2014-01-01 16:00:00,0.03139,39.59519999999999,0.0,-1.0,0
2014-01-01 17:00:00,0.03288,66.8038,0.0,-1.0,0
2014-01-01 18:00:00,0.03222,33.168600000000005,0.0,-1.0,0
2014-01-01 19:00:00,0.03063,24.8914,0.0,-1.0,0
2014-01-01 20:00:00,0.02934,31.317800000000005,0.0,-1.0,0
2014-01-01 21:00:00,0.02919,29.018000000000008,0.0,-1.0,0
2014-01-01 22:00:00,0.02872,30.405400000000004,0.0,-1.0,0
2014-01-01 23:00:00,0.0159,23.010600000000004,0.0,-1.0,0
2014-01-02 00:00:00,0.00766,24.3452,0.0,-1.0,0
2014-01-02 01:00:00,0.00702,28.4968,0.0,-1.0,0
2014-01-02 02:00:00,0.00192,23.476399999999995,0.0,-1.0,0
2014-01-02 03:00:00,-5e-05,24.9288,0.0,-1.0,0
2014-01-02 04:00:00,6e-05,21.7334,0.0,-1.0,0
2014-01-02 05:00:00,0.00706,23.2246,0.0,-1.0,0
2014-01-02 06:00:00,0.02933,21.4448,0.0,-1.0,0
2014-01-02 07:00:00,0.02986,25.3842,0.0,-1.0,0
2014-01-02 08:00:00,0.03044,33.2864,0.0,-1.0,0
2014-01-02 09:00:00,0.03063,34.192600000000006,0.0,-1.0,0
2014-01-02 10:00:00,0.03086,32.2946,0.0,-1.0,0
2014-01-02 11:00:00,0.03104,29.485600000000005,0.0,-1.0,0
2014-01-02 12:00:00,0.03097,31.03,0.0,-1.0,0
2014-01-02 13:00:00,0.03104,29.229600000000005,0.0,-1.0,0
2014-01-02 14:00:00,0.03111,26.7842,0.0,-1.0,0
2014-01-02 15:00:00,0.03141,25.873999999999995,0.0,-1.0,0
2014-01-02 16:00:00,0.03198,28.249800000000004,0.0,-1.0,0
2014-01-02 17:00:00,0.03227,31.9142,0.0,-1.0,0
2014-01-02 18:00:00,0.03192,34.54259999999999,0.0,-1.0,0
2014-01-02 19:00:00,0.03145,36.0718,0.0,-1.0,0
